111thetas,111intensity,200thetas,200intensity,220thetas,220intensity,311thetas,311intensity,222thetas,222intensity,400thetas,400intensity
20.12,2.74431981457924,23.12,9.971105671133193,33.12,13.468284100510926,38.62,15.963080388447056,51.62,2.6703020015577064,53.38,1.9292367380602544
20.13,2.6318953037644035,23.13,9.484617227563783,33.13,13.112984869147516,38.63,15.300284380937752,51.63,2.5974437977548988,53.39,1.8933056656005889
20.14,2.5262183230329267,23.14,9.03266842431923,33.14,12.77154263124423,38.64,14.677659769023807,51.64,2.5275189239411446,53.4,1.8583668142457141
20.15,2.4267612129405154,23.15,8.61208497242381,33.15,12.443247034236569,38.65,14.092045577541475,51.65,2.4603724401182,53.41,1.8243840677941947
20.16,2.333046740629512,23.16,8.220046825482294,33.16,12.12743260691911,38.66,13.540583707671518,51.66,2.3958594746011785,53.42,1.7913229347396933
20.17,2.244642443740648,23.17,7.854042071674248,33.17,11.823475403630786,38.67,13.020684999457133,51.67,2.3338444511562995,53.43,1.7591504615480622
20.18,2.1611556985178613,23.18,7.511827633705182,33.18,11.530789937185494,38.68,12.529999618906887,51.68,2.2742003842859178,53.44,1.727835151274889
20.19,2.0822294083850905,23.19,7.191395659343977,33.19,11.248826372533332,38.69,12.066391155670688,51.69,2.2168082358976364,53.45,1.6973468871521658
20.2,2.0075382256363428,23.2,6.890944685880601,33.2,10.97706795616197,38.7,11.627913912908387,51.7,2.161556327339309,53.46,1.6676568608009439
20.21,1.936785232433185,23.21,6.608854823569918,33.21,10.715028658901387,38.71,11.212792950449119,51.71,2.108339801434632,53.47,1.638737504753158
20.22,1.8696990185698523,23.22,6.343666333996192,33.22,10.462251012145623,38.72,10.819406508617678,51.72,2.057060129730355,53.48,1.6105624289905598
20.23,1.8060311028564624,23.23,6.094061085587077,33.23,10.218304119588751,38.73,10.446270495533023,51.73,2.007624660675729,53.49,1.5831063612300058
20.24,1.7455536528277429,23.24,5.8588464551934685,33.24,9.982781828407179,38.74,10.092024767147057,51.74,1.9599462049027567,53.5,1.5563450907052203
20.25,1.6880574640728776,23.25,5.6369413155914065,33.25,9.755301045458994,38.75,9.755420968379047,51.75,1.9139426541745943,,
20.26,1.6333501660278835,23.26,5.4273638070451184,33.26,9.535500185517787,38.76,9.435311736642234,,,,
20.27,1.581254625748648,23.27,5.229220639104214,33.27,9.323037739855183,38.77,9.130641096921806,,,,
20.28,1.5316075251414267,23.28,5.041697708545097,33.28,9.117590954631703,38.78,8.84043590116185,,,,
20.29,1.4842580904849982,23.29,4.864051852339646,33.29,8.918854609581953,38.79,8.563798184776111,,,,
20.3,1.4390669559336862,23.3,4.6956035819826205,33.3,8.726539888400303,38.8,8.299898330184831,,,,
20.31,1.3959051451262303,23.31,4.535730668437083,33.31,8.540373333047404,38.81,8.0479689418549,,,,
20.32,1.354653157105448,23.32,4.383862466154559,33.32,8.360095874935485,38.82,7.807299349804077,,,,
20.33,1.3152001445376524,23.33,4.239474880761091,33.33,8.18546193660416,38.83,7.577230669225912,,,,
20.34,1.2774431737507728,23.34,4.102085898585812,33.34,8.016238598093175,38.84,7.357151353094927,,,,
20.35,1.2412865574286978,23.35,3.9712516076918267,33.35,7.8522048227449055,38.85,7.146493182527945,,,,
20.36,1.206641251935022,23.36,3.846562649789788,33.36,7.693150737646787,38.86,6.944727646514782,,,,
20.37,1.1734243122221015,23.37,3.7276410506740207,33.37,7.5388769643561755,38.87,6.751362668548426,,,,
20.38,1.1415583981320103,23.38,3.614137383851076,33.38,7.38919399593353,38.88,6.565939642803031,,,,
20.39,1.1109713266338272,23.39,3.5057282280291298,33.39,7.243921616661979,38.89,6.388030746960789,,,,
